date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2021-07-21,65,32.0,,0.32,20.8
2021-07-22,51,32.0,,0.32,16.32
2021-07-23,48,32.0,,0.32,15.36
2021-07-24,49,32.0,,0.32,15.68
2021-07-25,51,38.0,False,0.38,19.38
2021-07-26,100,38.0,,0.38,38.0
2021-07-27,72,38.0,,0.38,27.36
2021-07-28,67,38.0,,0.38,25.46
2021-07-29,59,38.0,,0.38,22.42
2021-07-30,47,38.0,,0.38,17.86
2021-07-31,52,38.0,,0.38,19.76
2021-08-01,73,31.0,False,0.31,22.63
2021-08-02,79,31.0,,0.31,24.49
2021-08-03,78,31.0,,0.31,24.18
2021-08-04,69,31.0,,0.31,21.39
2021-08-05,80,31.0,,0.31,24.8
2021-08-06,80,31.0,,0.31,24.8
2021-08-07,79,31.0,,0.31,24.49
2021-08-08,85,35.0,False,0.35,29.749999999999996
2021-08-09,99,35.0,,0.35,34.65
2021-08-10,100,35.0,,0.35,35.0
2021-08-11,90,35.0,,0.35,31.499999999999996
2021-08-12,84,35.0,,0.35,29.4
2021-08-13,85,35.0,,0.35,29.749999999999996
2021-08-14,85,35.0,,0.35,29.749999999999996
2021-08-15,69,31.0,False,0.31,21.39
2021-08-16,83,31.0,,0.31,25.73
2021-08-17,76,31.0,,0.31,23.56
2021-08-18,71,31.0,,0.31,22.01
2021-08-19,70,31.0,,0.31,21.7
2021-08-20,79,31.0,,0.31,24.49
2021-08-21,76,31.0,,0.31,23.56
2021-08-22,64,30.0,False,0.3,19.2
2021-08-23,90,30.0,,0.3,27.0
2021-08-24,76,30.0,,0.3,22.8
2021-08-25,71,30.0,,0.3,21.3
2021-08-26,76,30.0,,0.3,22.8
2021-08-27,76,30.0,,0.3,22.8
2021-08-28,60,30.0,,0.3,18.0
2021-08-29,60,27.0,False,0.27,16.200000000000003
2021-08-30,63,27.0,,0.27,17.01
2021-08-31,64,27.0,,0.27,17.28
2021-09-01,49,27.0,,0.27,13.23
2021-09-02,48,27.0,,0.27,12.96
2021-09-03,49,27.0,,0.27,13.23
2021-09-04,49,27.0,,0.27,13.23
2021-09-05,48,39.0,False,0.39,18.72
2021-09-06,57,39.0,,0.39,22.23
2021-09-07,100,39.0,,0.39,39.0
2021-09-08,84,39.0,,0.39,32.76
2021-09-09,55,39.0,,0.39,21.45
2021-09-10,53,39.0,,0.39,20.67
2021-09-11,47,39.0,,0.39,18.330000000000002
2021-09-12,41,27.0,False,0.27,11.07
2021-09-13,50,27.0,,0.27,13.5
2021-09-14,49,27.0,,0.27,13.23
2021-09-15,52,27.0,,0.27,14.040000000000001
2021-09-16,47,27.0,,0.27,12.690000000000001
2021-09-17,44,27.0,,0.27,11.88
2021-09-18,42,27.0,,0.27,11.34
2021-09-19,38,35.0,False,0.35,13.299999999999999
2021-09-20,59,35.0,,0.35,20.65
2021-09-21,65,35.0,,0.35,22.75
2021-09-22,53,35.0,,0.35,18.549999999999997
2021-09-23,49,35.0,,0.35,17.15
2021-09-24,78,35.0,,0.35,27.299999999999997
2021-09-25,52,35.0,,0.35,18.2
2021-09-26,42,29.0,False,0.29,12.18
2021-09-27,48,29.0,,0.29,13.919999999999998
2021-09-28,52,29.0,,0.29,15.079999999999998
2021-09-29,45,29.0,,0.29,13.049999999999999
2021-09-30,45,29.0,,0.29,13.049999999999999
